,Species,AIV,Sampling_Site,Type_Of_Site
9872,BWTE,0,Hay Creek,Urban
9873,BWTE,0,Hay Creek,Urban
9874,BWTE,0,Hay Creek,Urban
9875,BWTE,0,Hay Creek,Urban
9876,BWTE,0,Hay Creek,Urban
9877,BWTE,0,Hay Creek,Urban
9878,BWTE,0,Hay Creek,Urban
9879,BWTE,0,Hay Creek,Urban
9880,BWTE,0,Hay Creek,Urban
9881,BWTE,0,Hay Creek,Urban
9882,MALL,1,Whitefish River,River
9883,MALL,0,Whitefish River,River
9884,MALL,0,Whitefish River,River
9885,MALL,0,Whitefish River,River
9886,MALL,0,Whitefish River,River
9887,MALL,0,Whitefish River,River
9888,MALL,0,Whitefish River,River
9889,MALL,0,Whitefish River,River
9890,MALL,0,Whitefish River,River
9891,MALL,0,Whitefish River,River
9892,MALL,1,Whitefish River,River
9893,MALL,1,Whitefish River,River
9894,MALL,0,Whitefish River,River
9895,MALL,0,Whitefish River,River
9896,MALL,0,Whitefish River,River
9897,MALL,0,Whitefish River,River
9898,MALL,0,Whitefish River,River
9899,MALL,0,Whitefish River,River
9900,MALL,0,Whitefish River,River
9901,MALL,0,Whitefish River,River
9902,MALL,0,Whitefish River,River
9903,MALL,0,Whitefish River,River
9904,MALL,0,Whitefish River,River
9905,MALL,0,Whitefish River,River
9906,MALL,0,Whitefish River,River
9907,MALL,0,Whitefish River,River
9908,MALL,0,Whitefish River,River
9909,MALL,0,Whitefish River,River
9910,MALL,0,Whitefish River,River
9911,MALL,0,Whitefish River,River
9912,MALL,0,Whitefish River,River
9913,MALL,0,Whitefish River,River
9914,MALL,0,Whitefish River,River
9915,MALL,0,Whitefish River,River
9916,MALL,0,Whitefish River,River
9917,MALL,0,Whitefish River,River
9918,MALL,0,Whitefish River,River
9919,MALL,0,Whitefish River,River
9920,BWTE,0,Whitefish River,River
9921,BWTE,0,Whitefish River,River
9922,BWTE,0,Whitefish River,River
9923,BWTE,0,Whitefish River,River
9924,BWTE,0,Whitefish River,River
9925,BWTE,0,Whitefish River,River
9926,MALL,0,Dundonald,Lake
9927,MALL,0,Dundonald,Lake
9928,MALL,0,Dundonald,Lake
9929,MALL,0,Dundonald,Lake
9930,MALL,0,Dundonald,Lake
9931,MALL,0,Dundonald,Lake
9932,MALL,0,Dundonald,Lake
9933,MALL,0,Dundonald,Lake
9934,BWTE,0,Dundonald,Lake
9935,MALL,0,Dundonald,Lake
9936,MALL,0,Dundonald,Lake
9937,MALL,0,Dundonald,Lake
9938,MALL,0,Dundonald,Lake
9939,MALL,0,Dundonald,Lake
9940,MALL,0,Dundonald,Lake
9941,MALL,0,Dundonald,Lake
9942,MALL,0,Dundonald,Lake
9943,MALL,0,Dundonald,Lake
9944,MALL,0,Dundonald,Lake
9945,MALL,0,Dundonald,Lake
9946,MALL,0,Dundonald,Lake
9947,MALL,0,Dundonald,Lake
9948,MALL,0,Dundonald,Lake
9949,BWTE,1,Dundonald,Lake
9950,BWTE,1,Dundonald,Lake
9951,BWTE,1,Dundonald,Lake
9952,BWTE,1,Dundonald,Lake
9953,BWTE,1,Dundonald,Lake
9954,BWTE,0,Dundonald,Lake
9955,BWTE,0,Dundonald,Lake
9956,BWTE,0,Dundonald,Lake
9957,BWTE,0,Dundonald,Lake
9958,BWTE,0,Dundonald,Lake
9959,BWTE,0,Dundonald,Lake
9960,BWTE,0,Dundonald,Lake
9961,BWTE,0,Dundonald,Lake
9962,BWTE,0,Dundonald,Lake
9963,BWTE,0,Dundonald,Lake
9964,BWTE,0,Dundonald,Lake
9965,BWTE,0,Dundonald,Lake
9966,BWTE,0,Dundonald,Lake
9967,BWTE,0,Dundonald,Lake
9968,BWTE,0,Dundonald,Lake
9969,MALL,1,Depow Marsh,Marsh
9970,MALL,1,Depow Marsh,Marsh
9971,MALL,1,Depow Marsh,Marsh
9972,MALL,1,Depow Marsh,Marsh
9973,MALL,1,Depow Marsh,Marsh
9974,MALL,1,Depow Marsh,Marsh
9975,MALL,0,Depow Marsh,Marsh
9976,MALL,0,Depow Marsh,Marsh
9977,MALL,0,Depow Marsh,Marsh
9978,MALL,0,Whitefish River,River
9979,MALL,0,Whitefish River,River
9980,MALL,0,Whitefish River,River
9981,MALL,0,Whitefish River,River
9982,MALL,0,Whitefish River,River
9983,MALL,0,Whitefish River,River
9984,MALL,0,Whitefish River,River
9985,MALL,0,Whitefish River,River
9986,MALL,0,Whitefish River,River
9987,MALL,0,Whitefish River,River
9988,MALL,0,Whitefish River,River
9989,MALL,0,Whitefish River,River
9990,MALL,0,Whitefish River,River
9991,MALL,0,Whitefish River,River
9992,BWTE,0,Whitefish River,River
9993,MALL,1,Komoka,Pond
9994,MALL,1,Komoka,Pond
9995,MALL,0,Komoka,Pond
9996,MALL,0,Komoka,Pond
9997,MALL,0,Komoka,Pond
9998,MALL,0,Komoka,Pond
9999,MALL,0,Komoka,Pond
10000,MALL,0,Komoka,Pond
10001,MALL,0,Komoka,Pond
10002,MALL,0,Komoka,Pond
10003,MALL,0,Komoka,Pond
10004,MALL,0,Komoka,Pond
10005,MALL,0,Komoka,Pond
10006,MALL,0,Komoka,Pond
10007,MALL,0,Komoka,Pond
10008,MALL,0,Komoka,Pond
10009,MALL,0,Komoka,Pond
10010,MALL,0,Komoka,Pond
10011,MALL,0,Komoka,Pond
10012,MALL,0,Komoka,Pond
10013,MALL,1,Big Pointe,Mixed
10014,MALL,1,Big Pointe,Mixed
10015,MALL,1,Big Pointe,Mixed
10016,MALL,1,Big Pointe,Mixed
10017,MALL,0,Big Pointe,Mixed
10018,MALL,0,Big Pointe,Mixed
10019,MALL,0,Big Pointe,Mixed
10020,MALL,0,Big Pointe,Mixed
10021,MALL,0,Big Pointe,Mixed
10022,MALL,0,Big Pointe,Mixed
10023,MALL,0,Big Pointe,Mixed
10024,MALL,0,Big Pointe,Mixed
10025,MALL,0,Big Pointe,Mixed
10026,MALL,0,Big Pointe,Mixed
10027,MALL,0,Big Pointe,Mixed
10028,MALL,0,Big Pointe,Mixed
10029,MALL,0,Big Pointe,Mixed
10030,MALL,0,Big Pointe,Mixed
10031,MALL,0,Aylmer,Lake
10032,MALL,0,Aylmer,Lake
10033,MALL,0,Aylmer,Lake
10034,MALL,1,Aylmer,Lake
10035,MALL,0,Aylmer,Lake
10036,MALL,0,Aylmer,Lake
10037,MALL,0,Aylmer,Lake
10038,MALL,0,Aylmer,Lake
10039,MALL,0,Aylmer,Lake
10040,MALL,0,Aylmer,Lake
10041,MALL,0,Aylmer,Lake
10042,MALL,0,Aylmer,Lake
10043,MALL,0,Aylmer,Lake
10044,MALL,0,Aylmer,Lake
10045,MALL,0,Aylmer,Lake
10046,MALL,0,Aylmer,Lake
10047,MALL,0,Aylmer,Lake
10048,MALL,1,Conroy's Marsh,Marsh
10049,MALL,1,Conroy's Marsh,Marsh
10050,MALL,1,Conroy's Marsh,Marsh
10051,MALL,1,Conroy's Marsh,Marsh
10052,MALL,1,Conroy's Marsh,Marsh
10053,MALL,1,Conroy's Marsh,Marsh
10054,MALL,1,Conroy's Marsh,Marsh
10055,MALL,1,Conroy's Marsh,Marsh
10056,MALL,1,Conroy's Marsh,Marsh
10057,MALL,1,Conroy's Marsh,Marsh
10058,MALL,1,Conroy's Marsh,Marsh
10059,MALL,1,Conroy's Marsh,Marsh
10060,MALL,1,Conroy's Marsh,Marsh
10061,MALL,1,Conroy's Marsh,Marsh
10062,MALL,1,Conroy's Marsh,Marsh
10063,MALL,1,Conroy's Marsh,Marsh
10064,MALL,1,Conroy's Marsh,Marsh
10065,MALL,1,Conroy's Marsh,Marsh
10066,MALL,1,Conroy's Marsh,Marsh
10067,MALL,1,Conroy's Marsh,Marsh
10068,MALL,1,Conroy's Marsh,Marsh
10069,MALL,1,Conroy's Marsh,Marsh
10070,MALL,1,Conroy's Marsh,Marsh
10071,MALL,1,Conroy's Marsh,Marsh
10072,MALL,1,Conroy's Marsh,Marsh
10073,MALL,1,Conroy's Marsh,Marsh
10074,MALL,1,Conroy's Marsh,Marsh
10075,MALL,1,Conroy's Marsh,Marsh
10076,MALL,1,Conroy's Marsh,Marsh
10077,MALL,1,Conroy's Marsh,Marsh
10078,MALL,0,Conroy's Marsh,Marsh
10079,MALL,0,Conroy's Marsh,Marsh
10080,MALL,0,Conroy's Marsh,Marsh
10081,BWTE,1,Conroy's Marsh,Marsh
10082,BWTE,0,Conroy's Marsh,Marsh
10083,BWTE,0,Hay Lake ON,Lake
10084,BWTE,0,Hay Lake ON,Lake
10085,BWTE,0,Hay Lake ON,Lake
10086,MALL,0,Bellows Bay,Bay
10087,MALL,0,Bellows Bay,Bay
10088,MALL,0,Bellows Bay,Bay
10089,MALL,0,Bellows Bay,Bay
10090,MALL,0,Bellows Bay,Bay
10091,BWTE,0,Bellows Bay,Bay
10092,BWTE,0,Bellows Bay,Bay
10093,BWTE,0,Bellows Bay,Bay
10094,MALL,1,Grassy Bay,Bay
10095,MALL,1,Grassy Bay,Bay
10096,MALL,1,Grassy Bay,Bay
10097,MALL,1,Grassy Bay,Bay
10098,MALL,1,Grassy Bay,Bay
10099,MALL,0,Grassy Bay,Bay
10100,MALL,0,Grassy Bay,Bay
10101,MALL,1,Grassy Bay,Bay
10102,MALL,1,Grassy Bay,Bay
10103,MALL,1,Grassy Bay,Bay
10104,MALL,1,Grassy Bay,Bay
10105,MALL,1,Grassy Bay,Bay
10106,MALL,1,Grassy Bay,Bay
10107,MALL,1,Grassy Bay,Bay
10108,MALL,0,Grassy Bay,Bay
10109,MALL,0,Grassy Bay,Bay
10110,MALL,0,Grassy Bay,Bay
10111,MALL,0,Grassy Bay,Bay
10112,MALL,0,Grassy Bay,Bay
10113,MALL,0,Grassy Bay,Bay
10114,MALL,0,Grassy Bay,Bay
10115,MALL,0,Grassy Bay,Bay
10116,MALL,0,Grassy Bay,Bay
10117,BWTE,0,Grassy Bay,Bay
10118,BWTE,0,Grassy Bay,Bay
10119,BWTE,0,Grassy Bay,Bay
10120,MALL,1,Tay,Farmland
10121,MALL,0,Tay,Farmland
10122,MALL,0,Tay,Farmland
10123,MALL,0,Tay,Farmland
10124,MALL,0,Tay,Farmland
10125,BWTE,0,Tay,Farmland
10126,BWTE,0,Tay,Farmland
10127,MALL,1,Tay,Farmland
10128,MALL,1,Tay,Farmland
10129,MALL,1,Tay,Farmland
10130,MALL,1,Tay,Farmland
10131,MALL,1,Tay,Farmland
10132,MALL,1,Tay,Farmland
10133,MALL,1,Tay,Farmland
10134,MALL,1,Tay,Farmland
10135,MALL,0,Tay,Farmland
10136,MALL,0,Tay,Farmland
10137,MALL,0,Tay,Farmland
10138,MALL,0,Tay,Farmland
10139,MALL,0,Tay,Farmland
10140,MALL,0,Tay,Farmland
10141,MALL,0,Tay,Farmland
10142,MALL,0,Tay,Farmland
10143,MALL,0,Tay,Farmland
10144,MALL,0,Tay,Farmland
10145,MALL,0,Tay,Farmland
10146,MALL,0,Tay,Farmland
10147,MALL,0,Tay,Farmland
10148,MALL,0,Tay,Farmland
10149,MALL,0,Tay,Farmland
10150,MALL,0,Tay,Farmland
10151,BWTE,0,Tay,Farmland
10152,BWTE,0,Tay,Farmland
10153,BWTE,0,Tay,Farmland
10154,BWTE,0,Tay,Farmland
10155,BWTE,0,Tay,Farmland
10156,BWTE,0,Tay,Farmland
10157,BWTE,0,Tay,Farmland
10158,BWTE,0,Tay,Farmland
10159,BWTE,0,Tay,Farmland
10160,BWTE,0,Tay,Farmland
10161,MALL,0,Aylmer,Lake
10162,MALL,0,Aylmer,Lake
10163,MALL,0,Aylmer,Lake
10164,MALL,0,Aylmer,Lake
10165,MALL,0,Aylmer,Lake
10166,MALL,0,Aylmer,Lake
10167,MALL,0,Aylmer,Lake
10168,MALL,0,Aylmer,Lake
10169,MALL,0,Aylmer,Lake
10170,MALL,0,Aylmer,Lake
10171,MALL,0,Killmarnock,River
10172,MALL,0,Killmarnock,River
10173,MALL,0,Killmarnock,River
10174,MALL,0,Killmarnock,River
10175,MALL,0,Killmarnock,River
10176,MALL,0,Killmarnock,River
10177,MALL,0,Killmarnock,River
10178,MALL,0,Killmarnock,River
10179,MALL,0,Killmarnock,River
10180,MALL,0,Rankin System,Lake
10181,MALL,0,Rankin System,Lake
10182,BWTE,0,Rankin System,Lake
10183,MALL,1,Rankin System,Lake
10184,MALL,0,Rankin System,Lake
10185,MALL,0,Rankin System,Lake
10186,BWTE,0,Rankin System,Lake
10187,BWTE,0,Rankin System,Lake
10188,BWTE,0,Rankin System,Lake
10189,BWTE,0,Rankin System,Lake
10190,BWTE,0,Rankin System,Lake
10191,BWTE,0,Rankin System,Lake
10192,BWTE,0,Rankin System,Lake
10193,MALL,1,Matchedash,Pond
10194,MALL,1,Matchedash,Pond
10195,MALL,1,Matchedash,Pond
10196,MALL,1,Matchedash,Pond
10197,MALL,0,Matchedash,Pond
10198,MALL,0,Matchedash,Pond
10199,MALL,0,Matchedash,Pond
10200,MALL,0,Matchedash,Pond
10201,MALL,1,Matchedash,Pond
10202,MALL,1,Matchedash,Pond
10203,MALL,1,Matchedash,Pond
10204,MALL,1,Matchedash,Pond
10205,MALL,1,Matchedash,Pond
10206,MALL,1,Matchedash,Pond
10207,MALL,1,Matchedash,Pond
10208,MALL,1,Matchedash,Pond
10209,MALL,1,Matchedash,Pond
10210,MALL,1,Matchedash,Pond
10211,MALL,1,Matchedash,Pond
10212,MALL,1,Matchedash,Pond
10213,MALL,1,Matchedash,Pond
10214,MALL,1,Matchedash,Pond
10215,MALL,0,Matchedash,Pond
10216,MALL,0,Matchedash,Pond
10217,MALL,0,Matchedash,Pond
10218,MALL,0,Matchedash,Pond
10219,MALL,0,Matchedash,Pond
10220,BWTE,1,Matchedash,Pond
10221,BWTE,1,Matchedash,Pond
10222,BWTE,0,Matchedash,Pond
10223,BWTE,0,Matchedash,Pond
10224,BWTE,0,Matchedash,Pond
10225,MALL,0,Matchedash,Pond
10226,MALL,1,Palmer's Creek,Creek
10227,MALL,1,Palmer's Creek,Creek
10228,BWTE,0,Bellows Bay,Bay
10229,BWTE,0,Bellows Bay,Bay
10230,BWTE,0,Bellows Bay,Bay
10231,BWTE,0,Bellows Bay,Bay
10232,BWTE,0,Bellows Bay,Bay
10233,BWTE,0,Bellows Bay,Bay
10234,BWTE,0,Bellows Bay,Bay
10235,BWTE,0,Bellows Bay,Bay
10236,BWTE,0,Bellows Bay,Bay
10237,BWTE,0,Bellows Bay,Bay
10238,BWTE,0,Bellows Bay,Bay
10239,BWTE,0,Buckley,Lake
10240,BWTE,0,Buckley,Lake
10241,BWTE,0,Buckley,Lake
10242,BWTE,0,Buckley,Lake
10243,BWTE,0,Buckley,Lake
10244,BWTE,0,Buckley,Lake
10245,BWTE,0,Buckley,Lake
10246,BWTE,0,Buckley,Lake
10247,BWTE,0,Buckley,Lake
10248,BWTE,0,Buckley,Lake
10249,BWTE,0,Buckley,Lake
10250,BWTE,0,Buckley,Lake
10251,BWTE,0,Buckley,Lake
10252,BWTE,0,Buckley,Lake
10253,BWTE,0,Hilliardton Marsh,Marsh
10254,BWTE,0,Hilliardton Marsh,Marsh
10255,BWTE,0,Hilliardton Marsh,Marsh
10256,BWTE,0,Hilliardton Marsh,Marsh
10257,BWTE,0,Hilliardton Marsh,Marsh
10258,BWTE,0,Hilliardton Marsh,Marsh
10259,BWTE,0,Hilliardton Marsh,Marsh
10260,BWTE,0,Hilliardton Marsh,Marsh
10261,BWTE,0,Ghost,River
10262,BWTE,0,Ghost,River
10263,BWTE,0,Ghost,River
10264,BWTE,0,Ghost,River
10265,BWTE,0,Ghost,River
10266,BWTE,0,Ghost,River
10267,BWTE,0,Ghost,River
10268,BWTE,0,Hilliardton Marsh,Marsh
10269,BWTE,0,Hilliardton Marsh,Marsh
10270,BWTE,0,Hilliardton Marsh,Marsh
10271,BWTE,1,Long Point Provincial Park,Trails
10272,BWTE,1,Long Point Provincial Park,Trails
10273,BWTE,0,Long Point Provincial Park,Trails
10274,BWTE,0,Long Point Provincial Park,Trails
10275,BWTE,0,Long Point Provincial Park,Trails
10276,BWTE,0,Long Point Provincial Park,Trails
10277,BWTE,0,Long Point Provincial Park,Trails
10278,BWTE,0,Long Point Provincial Park,Trails
10279,BWTE,0,Long Point Provincial Park,Trails
10280,BWTE,0,Long Point Provincial Park,Trails
10281,BWTE,0,Long Point Provincial Park,Trails
10282,BWTE,1,Long Point Provincial Park,Trails
10283,BWTE,0,Long Point Provincial Park,Trails
10284,BWTE,0,Long Point Provincial Park,Trails
10285,BWTE,0,Long Point Provincial Park,Trails
10286,BWTE,0,Long Point Provincial Park,Trails
10287,BWTE,0,Long Point Provincial Park,Trails
10288,BWTE,0,Long Point Provincial Park,Trails
10289,BWTE,0,Long Point Provincial Park,Trails
10290,BWTE,0,Long Point Provincial Park,Trails
10291,BWTE,0,Long Point Provincial Park,Trails
10292,BWTE,0,Long Point Provincial Park,Trails
10293,BWTE,0,Hay Creek,Urban
10294,BWTE,0,Hay Creek,Urban
10295,BWTE,0,Hay Creek,Urban
10296,BWTE,0,Long Point Provincial Park,Trails
10297,BWTE,0,Long Point Provincial Park,Trails
10298,BWTE,0,Long Point Provincial Park,Trails
10299,BWTE,0,Long Point Provincial Park,Trails
10300,BWTE,0,Long Point Provincial Park,Trails
10301,BWTE,0,Long Point Provincial Park,Trails
10302,BWTE,0,Long Point Provincial Park,Trails
10303,BWTE,0,Long Point Provincial Park,Trails
10304,BWTE,0,Long Point Provincial Park,Trails
10305,BWTE,0,Long Point Provincial Park,Trails
10306,BWTE,0,Long Point Provincial Park,Trails
10307,BWTE,0,Long Point Provincial Park,Trails
10308,BWTE,0,Long Point Provincial Park,Trails
10309,BWTE,0,Hilliardton Marsh,Marsh
10310,BWTE,0,Hilliardton Marsh,Marsh
10311,BWTE,0,Hilliardton Marsh,Marsh
10312,BWTE,0,Hilliardton Marsh,Marsh
10313,BWTE,0,Hilliardton Marsh,Marsh
10314,BWTE,0,Hilliardton Marsh,Marsh
10315,BWTE,0,Hilliardton Marsh,Marsh
10316,BWTE,0,Hilliardton Marsh,Marsh
10317,BWTE,0,Hilliardton Marsh,Marsh
10318,BWTE,0,Hilliardton Marsh,Marsh
10319,BWTE,0,Hilliardton Marsh,Marsh
10320,BWTE,0,Ghost,River
10321,BWTE,0,Ghost,River
10322,BWTE,1,Long Point Provincial Park,Trails
10323,BWTE,0,Fish Bay,Bay
10324,BWTE,0,Long Point Provincial Park,Trails
10325,BWTE,0,Long Point Provincial Park,Trails
10326,BWTE,0,Conroy's Marsh,Marsh
10327,BWTE,0,Long Point Provincial Park,Trails
10328,BWTE,0,Long Point Provincial Park,Trails
10329,BWTE,0,Long Point Provincial Park,Trails
10330,BWTE,0,Long Point Provincial Park,Trails
10331,BWTE,0,Long Point Provincial Park,Trails
10332,BWTE,0,Long Point Provincial Park,Trails
10333,BWTE,0,Long Point Provincial Park,Trails
10334,BWTE,0,Long Point Provincial Park,Trails
10335,BWTE,0,Long Point Provincial Park,Trails
10336,BWTE,0,Long Point Provincial Park,Trails
10337,BWTE,0,Long Point Provincial Park,Trails
10338,BWTE,0,Long Point Provincial Park,Trails
10339,BWTE,0,Long Point Provincial Park,Trails
10340,BWTE,0,Long Point Provincial Park,Trails
10341,MALL,0,Quidi Vidi Lake,Lake
10342,BWTE,1,Long Point Provincial Park,Trails
10343,BWTE,1,Long Point Provincial Park,Trails
10344,BWTE,0,Long Point Provincial Park,Trails
10345,BWTE,0,Long Point Provincial Park,Trails
10346,BWTE,0,Long Point Provincial Park,Trails
10347,BWTE,0,Long Point Provincial Park,Trails
10348,BWTE,0,Long Point Provincial Park,Trails
10349,BWTE,0,Long Point Provincial Park,Trails
10350,BWTE,0,Long Point Provincial Park,Trails
10351,BWTE,0,Long Point Provincial Park,Trails
10352,BWTE,0,Long Point Provincial Park,Trails
10353,BWTE,0,Tay,Farmland
10354,BWTE,1,Tay,Farmland
10355,BWTE,0,Tay,Farmland
10356,BWTE,0,Tay,Farmland
10357,BWTE,0,Tay,Farmland
10358,BWTE,0,Tay,Farmland
10359,BWTE,0,Tay,Farmland
10360,BWTE,0,Tay,Farmland
10361,BWTE,0,Tay,Farmland
10362,BWTE,0,Tay,Farmland
10363,BWTE,0,Tay,Farmland
10364,BWTE,0,Tay,Farmland
10365,BWTE,0,Tay,Farmland
10366,BWTE,0,Tay,Farmland
10367,BWTE,0,Tay,Farmland
10368,BWTE,0,Tay,Farmland
10369,MALL,0,Mundy Pond,Pond
10370,BWTE,1,Long Point Provincial Park,Trails
10371,BWTE,0,Long Point Provincial Park,Trails
10372,BWTE,0,Tay,Farmland
10373,BWTE,0,Osler Marsh,Marsh
10374,BWTE,0,Osler Marsh,Marsh
10375,BWTE,0,Osler Marsh,Marsh
10376,BWTE,0,Osler Marsh,Marsh
10377,BWTE,0,Osler Marsh,Marsh
10378,BWTE,0,Long Point Provincial Park,Trails
10379,BWTE,0,Long Point Provincial Park,Trails
10380,MALL,0,Mundy Pond,Pond
10381,MALL,0,Mundy Pond,Pond
10382,MALL,0,Mundy Pond,Pond
10383,MALL,0,Mundy Pond,Pond
10384,MALL,0,Mundy Pond,Pond
10385,BWTE,0,Long Point Provincial Park,Trails
10386,BWTE,0,Long Point Provincial Park,Trails
10387,BWTE,0,Long Point Provincial Park,Trails
10388,BWTE,0,Long Point Provincial Park,Trails
10389,BWTE,0,Long Point Provincial Park,Trails
10390,BWTE,0,Rankin System,Lake
10391,BWTE,0,Rankin System,Lake
10392,BWTE,0,Rankin System,Lake
10393,BWTE,0,Matchedash,Pond
10394,MALL,0,Quidi Vidi Lake,Lake
10395,BWTE,1,Matchedash,Pond
10396,BWTE,0,Matchedash,Pond
10397,BWTE,0,Matchedash,Pond
10398,BWTE,0,Percy,Mixed
10399,BWTE,0,Percy,Mixed
10400,BWTE,0,Percy,Mixed
10401,BWTE,0,Percy,Mixed
10402,BWTE,0,Percy,Mixed
10403,BWTE,0,Percy,Mixed
10404,BWTE,0,Percy,Mixed
10405,BWTE,0,Percy,Mixed
10406,MALL,0,Quidi Vidi Lake,Lake
10407,MALL,0,Quidi Vidi Lake,Lake
10408,MALL,0,Quidi Vidi Lake,Lake
10409,MALL,0,Mundy Pond,Pond
10410,MALL,0,Quidi Vidi Lake,Lake
10411,MALL,0,Quidi Vidi Lake,Lake
10412,MALL,0,Quidi Vidi Lake,Lake
10413,MALL,0,Quidi Vidi Lake,Lake
10414,MALL,0,Quidi Vidi Lake,Lake
10415,MALL,0,White Birch,Creek
10416,MALL,0,White Birch,Creek
10417,MALL,0,White Birch,Creek
10418,MALL,0,White Birch,Creek
10419,MALL,0,White Birch,Creek
10420,BWTE,0,Tower Goose,Creek
10421,BWTE,0,Tower Goose,Creek
10422,MALL,0,White Birch,Creek
10423,MALL,0,White Birch,Creek
10424,MALL,0,White Birch,Creek
10425,MALL,0,White Birch,Creek
10426,MALL,0,White Birch,Creek
10427,MALL,0,White Birch,Creek
10428,MALL,0,White Birch,Creek
10429,MALL,0,Tower Goose,Creek
10430,MALL,0,Tower Goose,Creek
10431,MALL,0,Tower Goose,Creek
10432,MALL,0,Tower Goose,Creek
10433,MALL,0,Eddy Road,Urban
10434,MALL,0,Burgess,Bay
10435,MALL,1,Burgess,Bay
10436,MALL,0,Burgess,Bay
10437,MALL,0,Burgess,Bay
10438,MALL,0,Burgess,Bay
10439,MALL,0,Beausejour Marsh,Marsh
10440,MALL,0,Beausejour Marsh,Marsh
10441,MALL,0,Beausejour Marsh,Marsh
10442,MALL,0,Beausejour Marsh,Marsh
10443,MALL,0,Beausejour Marsh,Marsh
10444,MALL,0,Beausejour Marsh,Marsh
10445,MALL,0,Amherst Point,Lake
10446,MALL,0,Amherst Point,Lake
10447,MALL,0,Amherst Point,Lake
10448,MALL,0,Amherst Point,Lake
10449,MALL,0,White Birch,Creek
10450,MALL,0,White Birch,Creek
10451,MALL,0,White Birch,Creek
10452,MALL,0,White Birch,Creek
10453,MALL,0,Tower Goose,Creek
10454,MALL,0,Tower Goose,Creek
10455,MALL,0,Tower Goose,Creek
10456,MALL,0,Tower Goose,Creek
10457,MALL,0,Tower Goose,Creek
10458,BWTE,0,Eddy Road,Urban
10459,BWTE,0,Burgess,Bay
10460,BWTE,0,Burgess,Bay
10461,MALL,0,Beausejour Marsh,Marsh
10462,MALL,0,Beausejour Marsh,Marsh
10463,MALL,0,Beausejour Marsh,Marsh
10464,MALL,0,Beausejour Marsh,Marsh
10465,MALL,0,Amherst Point,Lake
10466,MALL,0,Amherst Point,Lake
10467,BWTE,0,Amherst Point,Lake
10468,MALL,1,White Birch,Creek
10469,MALL,1,White Birch,Creek
10470,MALL,0,White Birch,Creek
10471,BWTE,0,White Birch,Creek
10472,MALL,0,Tower Goose,Creek
10473,MALL,0,Tower Goose,Creek
10474,MALL,0,Tower Goose,Creek
10475,MALL,0,Tower Goose,Creek
10476,BWTE,0,Tower Goose,Creek
10477,BWTE,0,Tower Goose,Creek
10478,BWTE,0,Tower Goose,Creek
10479,BWTE,0,Tower Goose,Creek
10480,MALL,0,Eddy Road,Urban
10481,MALL,0,Eddy Road,Urban
10482,MALL,0,East Amherst,Creek
10483,MALL,0,Beausejour Marsh,Marsh
10484,MALL,0,Beausejour Marsh,Marsh
10485,MALL,0,Beausejour Marsh,Marsh
10486,MALL,0,Beausejour Marsh,Marsh
10487,BWTE,0,Tower Goose,Creek
10488,MALL,0,Tower Goose,Creek
10489,BWTE,0,Tower Goose,Creek
10490,MALL,0,East Amherst,Creek
10491,MALL,0,East Amherst,Creek
10492,MALL,0,East Amherst,Creek
10493,MALL,0,East Amherst,Creek
10494,MALL,0,Beausejour Marsh,Marsh
10495,MALL,0,Beausejour Marsh,Marsh
10496,MALL,0,Beausejour Marsh,Marsh
10497,MALL,0,Amherst Point,Lake
10498,MALL,1,White Birch,Creek
10499,MALL,0,White Birch,Creek
10500,BWTE,0,White Birch,Creek
10501,MALL,0,Tower Goose,Creek
10502,MALL,0,Eddy Road,Urban
10503,MALL,0,Beausejour Marsh,Marsh
10504,MALL,0,Beausejour Marsh,Marsh
10505,MALL,0,Beausejour Marsh,Marsh
10506,MALL,1,White Birch,Creek
10507,MALL,0,Eddy Road,Urban
10508,MALL,0,Eddy Road,Urban
10509,MALL,0,Eddy Road,Urban
10510,MALL,0,Eddy Road,Urban
10511,MALL,0,East Amherst,Creek
10512,MALL,0,Burgess,Bay
10513,MALL,0,Beausejour Marsh,Marsh
10514,MALL,0,Beausejour Marsh,Marsh
10515,MALL,0,Beausejour Marsh,Marsh
10516,MALL,0,Beausejour Marsh,Marsh
10517,MALL,0,Amherst Point,Lake
10518,MALL,1,Tower Goose,Creek
10519,MALL,0,Germantown,Urban
10520,MALL,0,Germantown,Urban
10521,MALL,0,Germantown,Urban
10522,MALL,0,Germantown,Urban
10523,MALL,0,Germantown,Urban
10524,MALL,0,Germantown,Urban
10525,BWTE,0,Germantown,Urban
10526,MALL,0,Calhoun,Farmland
10527,MALL,0,Amherst Point,Lake
10528,MALL,0,Amherst Point,Lake
10529,MALL,0,Amherst Point,Lake
10530,MALL,0,Amherst Point,Lake
10531,MALL,0,Two Rivers,Bay
10532,MALL,0,Two Rivers,Bay
10533,MALL,0,Tower Goose,Creek
10534,MALL,1,Germantown,Urban
10535,MALL,0,Germantown,Urban
10536,MALL,0,Germantown,Urban
10537,MALL,0,Germantown,Urban
10538,MALL,0,Eddy Road,Urban
10539,MALL,0,East Amherst,Creek
10540,MALL,0,East Amherst,Creek
10541,MALL,0,East Amherst,Creek
10542,MALL,0,East Amherst,Creek
10543,MALL,0,Beausejour Marsh,Marsh
10544,BWTE,0,Tower Goose,Creek
10545,MALL,0,New Horton,Mixed
10546,MALL,0,New Horton,Mixed
